id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
9863977,2011-07-30 06:41:00,1956.0,1125.0,$1.95,Swipe Transaction,14528.0,Anaheim,CA,92804.0,5499.0,
8723157,2010-11-04 06:10:00,1692.0,5371.0,$42.31,Online Transaction,39021.0,ONLINE,,,4784.0,
8628056,2010-10-12 08:02:00,1385.0,5568.0,$47.12,Swipe Transaction,54850.0,Minneapolis,MN,55422.0,4814.0,
8902071,2010-12-16 16:08:00,737.0,148.0,$81.77,Swipe Transaction,81833.0,Medford,OR,97504.0,5912.0,
8024513,2010-05-18 20:34:00,52.0,4976.0,$49.09,Swipe Transaction,74109.0,Chicago,IL,60634.0,5812.0,
9723286,2011-06-27 14:10:00,1430.0,2813.0,$102.17,Swipe Transaction,72102.0,Urbandale,IA,50322.0,5300.0,
7938085,2010-04-27 13:55:00,618.0,3411.0,$5.37,Swipe Transaction,75781.0,Manhattan Beach,CA,90266.0,5411.0,
9698894,2011-06-21 20:34:00,1340.0,2954.0,$38.77,Swipe Transaction,59935.0,Houston,TX,77064.0,5499.0,
9287954,2011-03-17 22:13:00,1523.0,4521.0,$2.02,Online Transaction,18563.0,ONLINE,,,4121.0,
7746304,2010-03-10 13:36:00,1703.0,2969.0,$1.94,Swipe Transaction,86438.0,Fruita,CO,81521.0,5499.0,
7789917,2010-03-21 14:37:00,1201.0,16.0,$-91.00,Swipe Transaction,59935.0,Wayland,MA,1778.0,5499.0,
7530514,2010-01-15 06:40:00,1129.0,5492.0,$369.00,Swipe Transaction,41523.0,Indianapolis,IN,46256.0,3387.0,
8043652,2010-05-23 15:13:00,514.0,2155.0,$7.76,Swipe Transaction,61195.0,Indialantic,FL,32903.0,5541.0,
9225877,2011-03-03 10:11:00,1942.0,246.0,$4.64,Swipe Transaction,56431.0,New York,NY,10003.0,5541.0,
8223765,2010-07-06 15:28:00,287.0,5783.0,$93.99,Swipe Transaction,76775.0,Hitchcock,TX,77563.0,8043.0,
7602731,2010-02-02 13:55:00,335.0,5131.0,$32.39,Swipe Transaction,20561.0,Palm Beach Gardens,FL,33410.0,5912.0,
7995755,2010-05-11 18:05:00,1067.0,3382.0,$21.45,Swipe Transaction,83480.0,Derby,KS,67037.0,9402.0,
7922486,2010-04-23 15:23:00,291.0,3221.0,$7.83,Swipe Transaction,50783.0,Dalton,GA,30721.0,5411.0,
9553711,2011-05-19 06:30:00,1145.0,5444.0,$3.29,Swipe Transaction,46284.0,Appleton,WI,54914.0,5411.0,
9095023,2011-01-31 11:58:00,40.0,2437.0,$9.50,Swipe Transaction,56018.0,Springfield,OH,45506.0,5812.0,
7616737,2010-02-06 07:48:00,757.0,5458.0,$100.00,Swipe Transaction,27092.0,Brooklyn,NY,11236.0,4829.0,
7555256,2010-01-21 11:59:00,1246.0,5812.0,$49.26,Swipe Transaction,78768.0,Eight Mile,AL,36613.0,7538.0,
9241644,2011-03-07 07:11:00,1020.0,1224.0,$50.58,Swipe Transaction,92289.0,Schaumburg,IL,60194.0,5411.0,
7891727,2010-04-15 21:58:00,790.0,5123.0,$28.67,Swipe Transaction,19756.0,Ramona,CA,92065.0,7832.0,
9686611,2011-06-19 06:08:00,1799.0,3076.0,$38.93,Swipe Transaction,43423.0,Woodinville,WA,98077.0,5912.0,
9218258,2011-03-01 13:25:00,1989.0,3800.0,$104.04,Swipe Transaction,2105.0,Upper Marlboro,MD,20774.0,5912.0,
8981064,2011-01-04 11:55:00,1054.0,202.0,$46.19,Swipe Transaction,32175.0,Dayton,OR,97114.0,7538.0,
8025265,2010-05-19 06:40:00,161.0,5588.0,$2.73,Swipe Transaction,20519.0,San Angelo,TX,76903.0,5942.0,
9396529,2011-04-12 10:55:00,1486.0,4345.0,$9.99,Swipe Transaction,7908.0,Mc Grady,NC,28649.0,5411.0,
7989260,2010-05-10 09:18:00,1660.0,3234.0,$6.25,Swipe Transaction,13473.0,Boise City,OK,73933.0,5411.0,
8549488,2010-09-23 08:28:00,1294.0,4629.0,$31.45,Swipe Transaction,51769.0,Union,NJ,7083.0,5912.0,
7822533,2010-03-29 16:15:00,77.0,5501.0,$44.60,Swipe Transaction,81477.0,Carlisle,PA,17013.0,5311.0,
8641679,2010-10-15 12:16:00,1256.0,236.0,$23.94,Swipe Transaction,50783.0,Stratford,CT,6614.0,5411.0,
7578455,2010-01-27 11:03:00,1130.0,2446.0,$1.89,Swipe Transaction,59558.0,Federal Way,WA,98003.0,5921.0,
8637051,2010-10-14 09:54:00,1825.0,4310.0,$24.65,Swipe Transaction,75781.0,Aurora,CO,80014.0,5411.0,
9757573,2011-07-05 12:49:00,1534.0,4250.0,$81.74,Swipe Transaction,50783.0,Blackwood,NJ,8012.0,5411.0,
9196937,2011-02-24 12:23:00,1581.0,3247.0,$66.65,Swipe Transaction,60569.0,Fenton,MO,63026.0,5300.0,
9635431,2011-06-07 09:32:00,1050.0,4326.0,$43.77,Swipe Transaction,42272.0,Durham,NC,27704.0,5300.0,
8379833,2010-08-13 12:30:00,242.0,5591.0,$60.00,Swipe Transaction,27092.0,Littleton,MA,1460.0,4829.0,
9455530,2011-04-26 07:04:00,1323.0,2980.0,$1.61,Swipe Transaction,80485.0,Lordsburg,NM,88045.0,5812.0,
8279901,2010-07-20 11:20:00,148.0,5585.0,$14.56,Swipe Transaction,91128.0,Laconia,NH,3246.0,5411.0,
8194495,2010-06-29 13:22:00,1651.0,3450.0,$120.00,Swipe Transaction,27092.0,Memphis,TN,38116.0,4829.0,
9515622,2011-05-10 08:29:00,319.0,248.0,$86.01,Swipe Transaction,9263.0,Fresno,CA,93727.0,5912.0,
7885387,2010-04-14 11:10:00,1995.0,2439.0,$180.94,Swipe Transaction,82032.0,Chambersburg,PA,17202.0,6300.0,
8994432,2011-01-07 13:01:00,434.0,3463.0,$11.01,Swipe Transaction,75936.0,Las Vegas,NV,89113.0,5814.0,
7782518,2010-03-19 16:52:00,814.0,4536.0,$69.00,Swipe Transaction,61195.0,Santa Ana,CA,92707.0,5541.0,
8995076,2011-01-07 15:15:00,45.0,5009.0,$-93.00,Swipe Transaction,96049.0,Clifton,NJ,7013.0,5541.0,
9415571,2011-04-16 16:48:00,1595.0,2472.0,$47.02,Swipe Transaction,67570.0,Bronx,NY,10466.0,5311.0,
9040857,2011-01-18 14:15:00,1076.0,3858.0,$30.96,Online Transaction,88459.0,ONLINE,,,5311.0,
8139838,2010-06-16 08:28:00,1963.0,4565.0,$25.03,Online Transaction,16798.0,ONLINE,,,4121.0,Bad Card Number
9074202,2011-01-26 12:03:00,947.0,5534.0,$18.23,Swipe Transaction,78454.0,Brooklyn,NY,11232.0,5812.0,
7662390,2010-02-17 12:58:00,1511.0,3357.0,$70.16,Swipe Transaction,81833.0,Madison,WI,53719.0,5912.0,
9128916,2011-02-08 12:02:00,152.0,2587.0,$15.76,Swipe Transaction,60569.0,Atlanta,GA,30349.0,5300.0,
8907955,2010-12-18 09:08:00,581.0,3691.0,$137.19,Swipe Transaction,54850.0,Marrero,LA,70072.0,4814.0,
9497578,2011-05-05 20:33:00,1066.0,1126.0,$100.00,Swipe Transaction,27092.0,Newtown,PA,18940.0,4829.0,
7529072,2010-01-14 15:50:00,898.0,3356.0,$14.23,Swipe Transaction,20561.0,Allentown,PA,18102.0,5912.0,
7513737,2010-01-10 18:46:00,1727.0,5982.0,$187.00,Swipe Transaction,15574.0,Aransas Pass,TX,78336.0,3393.0,
8915480,2010-12-20 04:03:00,1920.0,2791.0,$-62.00,Swipe Transaction,72351.0,Saint Joseph,MN,56374.0,5541.0,
8165006,2010-06-22 10:43:00,96.0,3773.0,$148.61,Swipe Transaction,61195.0,Yorba Linda,CA,92886.0,5541.0,
9418081,2011-04-17 11:39:00,140.0,152.0,$20.00,Swipe Transaction,27092.0,Nashville,TN,37209.0,4829.0,
8953919,2010-12-28 23:26:00,1219.0,3466.0,$120.01,Swipe Transaction,66897.0,Oxford,MD,21654.0,4900.0,
9430134,2011-04-20 08:17:00,1225.0,5762.0,$32.07,Online Transaction,16798.0,ONLINE,,,4121.0,
8467879,2010-09-03 15:26:00,1076.0,3858.0,$29.98,Swipe Transaction,70485.0,Fayetteville,NC,28306.0,5211.0,
9207640,2011-02-27 05:36:00,332.0,1198.0,$2.93,Swipe Transaction,20519.0,Indianapolis,IN,46234.0,5942.0,
8365507,2010-08-10 02:38:00,387.0,4601.0,$6.60,Swipe Transaction,75936.0,Amherst,OH,44001.0,5814.0,
7912344,2010-04-21 07:32:00,804.0,2553.0,$8.83,Swipe Transaction,8813.0,Bowling Green,KY,42101.0,5812.0,
9001937,2011-01-09 11:59:00,1771.0,2607.0,$13.17,Swipe Transaction,67919.0,Springville,AL,35146.0,5812.0,
8372426,2010-08-11 14:37:00,571.0,5960.0,$-94.00,Swipe Transaction,28395.0,Martinsburg,WV,25401.0,5541.0,
8725190,2010-11-04 13:06:00,1964.0,2508.0,$50.79,Swipe Transaction,36934.0,Clayton,NC,27520.0,7538.0,
9646634,2011-06-09 17:46:00,1686.0,2617.0,$184.64,Swipe Transaction,79927.0,Louisville,CO,80027.0,5912.0,
9355320,2011-04-02 17:50:00,1213.0,3270.0,$25.97,Swipe Transaction,1048.0,Calistoga,CA,94515.0,5813.0,
7818140,2010-03-28 15:22:00,1692.0,5371.0,$110.06,Online Transaction,9932.0,ONLINE,,,5311.0,
9387086,2011-04-10 08:39:00,137.0,5442.0,$87.07,Swipe Transaction,48795.0,Johnson City,TN,37604.0,5912.0,
9847490,2011-07-26 10:09:00,663.0,5926.0,$5.32,Swipe Transaction,25887.0,Franklin,TN,37067.0,5814.0,
7747347,2010-03-10 18:20:00,906.0,2409.0,$20.75,Swipe Transaction,61195.0,Tooele,UT,84074.0,5541.0,
7731343,2010-03-06 20:11:00,663.0,5926.0,$40.19,Swipe Transaction,59935.0,Franklin,TN,37067.0,5499.0,
8848776,2010-12-04 07:42:00,1091.0,191.0,$19.62,Swipe Transaction,90923.0,Baltimore,MD,21224.0,5300.0,
7757716,2010-03-13 14:23:00,868.0,3292.0,$80.00,Swipe Transaction,27092.0,Oklahoma City,OK,73112.0,4829.0,
9361408,2011-04-04 09:17:00,619.0,5.0,$125.47,Swipe Transaction,46284.0,Rochester,MN,55901.0,5411.0,
9424567,2011-04-18 20:51:00,1075.0,4761.0,$24.37,Swipe Transaction,12614.0,Louisville,KY,40299.0,4121.0,
8109972,2010-06-08 21:21:00,1636.0,2930.0,$51.34,Swipe Transaction,40800.0,Kansas City,MO,64124.0,5411.0,
8951931,2010-12-28 12:45:00,1422.0,3212.0,$15.08,Swipe Transaction,75936.0,Angier,NC,27501.0,5814.0,
7941993,2010-04-28 12:55:00,858.0,2633.0,$-65.00,Swipe Transaction,5248.0,Georgetown,TX,78633.0,5499.0,Insufficient Balance
8211178,2010-07-03 16:01:00,511.0,974.0,$14.27,Swipe Transaction,75781.0,Tucson,AZ,85711.0,5411.0,
8255676,2010-07-14 12:22:00,303.0,984.0,$16.68,Swipe Transaction,22938.0,Brighton,CO,80601.0,5812.0,
8560141,2010-09-25 20:44:00,676.0,1250.0,$43.39,Swipe Transaction,75936.0,The Colony,TX,75056.0,5814.0,
8279418,2010-07-20 09:39:00,222.0,4636.0,$66.97,Swipe Transaction,11468.0,Atlanta,GA,30331.0,5970.0,
9796415,2011-07-14 11:52:00,598.0,2040.0,$12.50,Swipe Transaction,25887.0,Franconia,NH,3580.0,5814.0,
9191364,2011-02-23 08:17:00,1262.0,2432.0,$21.11,Swipe Transaction,81833.0,Redding,CA,96049.0,5912.0,
7658711,2010-02-16 14:18:00,287.0,4118.0,$11.42,Swipe Transaction,70904.0,Hitchcock,TX,77563.0,5912.0,
9865134,2011-07-30 11:31:00,368.0,3822.0,$2.79,Online Transaction,39021.0,ONLINE,,,4784.0,
8121138,2010-06-11 15:19:00,1137.0,3718.0,$8.63,Swipe Transaction,84255.0,Manchester,KY,40962.0,5812.0,
8064676,2010-05-28 19:07:00,408.0,4960.0,$58.80,Swipe Transaction,25887.0,Edgar,WI,54426.0,5814.0,
9804133,2011-07-16 08:16:00,1634.0,2464.0,$1.72,Swipe Transaction,81833.0,Sinton,TX,78387.0,5912.0,
9359131,2011-04-03 16:41:00,1921.0,1181.0,$19.52,Swipe Transaction,61042.0,Danielsville,GA,30633.0,5300.0,
8179436,2010-06-25 21:09:00,1169.0,3389.0,$10.37,Swipe Transaction,10782.0,Round Rock,TX,78665.0,5813.0,
8573516,2010-09-29 05:21:00,78.0,5910.0,$8.77,Swipe Transaction,8168.0,Los Angeles,CA,90044.0,5921.0,
8994307,2011-01-07 12:39:00,676.0,3910.0,$20.48,Swipe Transaction,75352.0,The Colony,TX,75056.0,7210.0,
9394587,2011-04-11 21:58:00,1257.0,2457.0,$138.20,Swipe Transaction,41047.0,Mountlake Terrace,WA,98043.0,4900.0,
9277546,2011-03-15 13:03:00,1696.0,2408.0,$-98.00,Swipe Transaction,61195.0,Merritt Island,FL,32952.0,5541.0,
8569568,2010-09-28 07:28:00,1020.0,1224.0,$69.80,Swipe Transaction,31893.0,Oak Park,IL,60302.0,5311.0,
9235407,2011-03-05 14:16:00,1885.0,4694.0,$38.00,Swipe Transaction,71667.0,Winder,GA,30680.0,7538.0,
8167303,2010-06-22 20:44:00,1827.0,4546.0,$83.68,Swipe Transaction,29914.0,Valley Center,CA,92082.0,7995.0,
7766725,2010-03-15 16:52:00,1509.0,3685.0,$99.54,Swipe Transaction,86212.0,Parkville,MD,21234.0,5411.0,
8801313,2010-11-22 16:48:00,1138.0,2122.0,$46.13,Swipe Transaction,43293.0,Odenville,AL,35120.0,5499.0,
7706223,2010-02-28 13:48:00,1879.0,3840.0,$0.09,Swipe Transaction,14528.0,Shelby,NC,28150.0,5499.0,
8465300,2010-09-02 22:31:00,1168.0,3239.0,$70.00,Swipe Transaction,43293.0,Berkeley Heights,NJ,7922.0,5499.0,
8005539,2010-05-14 08:44:00,946.0,97.0,$11.21,Swipe Transaction,98374.0,Prosperity,PA,15329.0,5411.0,
8181067,2010-06-26 10:58:00,1546.0,245.0,$10.78,Swipe Transaction,12328.0,Pittsfield,NH,3263.0,5812.0,
9210327,2011-02-27 16:42:00,52.0,4976.0,$132.65,Swipe Transaction,58666.0,Pawling,NY,12564.0,5300.0,Insufficient Balance
9336031,2011-03-29 09:42:00,250.0,4740.0,$60.00,Swipe Transaction,27092.0,Eugene,OR,97404.0,4829.0,
8777045,2010-11-16 21:41:00,1543.0,4687.0,$49.27,Online Transaction,15143.0,ONLINE,,,4784.0,
8130979,2010-06-14 06:47:00,636.0,3420.0,$-55.00,Swipe Transaction,22204.0,Chicago,IL,60623.0,5541.0,
8133216,2010-06-14 14:30:00,605.0,5061.0,$35.73,Online Transaction,39021.0,ONLINE,,,4784.0,
9097524,2011-02-01 04:00:00,127.0,1086.0,$163.55,Swipe Transaction,68707.0,Luverne,AL,36049.0,4900.0,
8448436,2010-08-30 03:02:00,387.0,4601.0,$6.79,Swipe Transaction,88646.0,Ashtabula,OH,44004.0,5812.0,
7746747,2010-03-10 15:24:00,1305.0,2229.0,$17.87,Swipe Transaction,83271.0,Memphis,TN,38109.0,4214.0,
9339587,2011-03-30 06:51:00,38.0,2526.0,$40.81,Online Transaction,39021.0,ONLINE,,,4784.0,
9663624,2011-06-13 17:23:00,985.0,1268.0,$52.40,Swipe Transaction,90496.0,Fenton,MI,48430.0,5300.0,
8849275,2010-12-04 09:55:00,1645.0,5878.0,$5.07,Swipe Transaction,43293.0,Euclid,OH,44117.0,5499.0,
8459797,2010-09-01 15:42:00,1428.0,5116.0,$1.02,Swipe Transaction,14528.0,Lebanon,MO,65536.0,5499.0,
7881292,2010-04-13 11:09:00,285.0,2156.0,$27.34,Swipe Transaction,24823.0,Watsonville,CA,95076.0,7538.0,
9105775,2011-02-02 21:29:00,825.0,42.0,$202.87,Swipe Transaction,54850.0,Mira Loma,CA,91752.0,4814.0,
9294757,2011-03-19 14:01:00,488.0,5413.0,$21.44,Swipe Transaction,38602.0,Mathis,TX,78368.0,5311.0,
8178348,2010-06-25 15:10:00,45.0,5009.0,$11.62,Swipe Transaction,91128.0,Clifton,NJ,7012.0,5411.0,
7544349,2010-01-18 15:39:00,1520.0,108.0,$51.62,Swipe Transaction,92991.0,Tipton,CA,93272.0,5912.0,
9009905,2011-01-11 09:30:00,1659.0,260.0,$34.02,Swipe Transaction,63683.0,Wauconda,IL,60084.0,4121.0,
8677433,2010-10-24 07:40:00,1842.0,3743.0,$14.10,Swipe Transaction,20561.0,Albuquerque,NM,87121.0,5912.0,
8464546,2010-09-02 17:24:00,1141.0,237.0,$46.57,Swipe Transaction,46474.0,Yadkinville,NC,27055.0,7538.0,
9281689,2011-03-16 12:26:00,118.0,3848.0,$46.92,Swipe Transaction,17727.0,Birmingham,AL,35212.0,7349.0,
7935983,2010-04-27 05:57:00,557.0,5570.0,$26.23,Online Transaction,18563.0,ONLINE,,,4121.0,
9738616,2011-07-01 06:45:00,1239.0,1243.0,$2.96,Swipe Transaction,20519.0,Corona,CA,92879.0,5942.0,
9064131,2011-01-24 07:37:00,373.0,261.0,$26.80,Swipe Transaction,67570.0,Fort Wayne,IN,46814.0,5311.0,
8668086,2010-10-21 17:10:00,669.0,1151.0,$34.07,Swipe Transaction,34702.0,West Chazy,NY,12992.0,5310.0,
8862208,2010-12-07 10:02:00,1367.0,4643.0,$134.77,Swipe Transaction,61052.0,Green Bay,WI,54302.0,4900.0,
8635877,2010-10-14 02:53:00,425.0,3931.0,$53.24,Swipe Transaction,12467.0,Carmel,CA,93923.0,5300.0,
9699909,2011-06-22 07:28:00,1595.0,2429.0,$4.38,Swipe Transaction,22204.0,Bronx,NY,10463.0,5541.0,
7674572,2010-02-20 15:28:00,619.0,4519.0,$62.57,Swipe Transaction,59935.0,Rochester,MN,55901.0,5499.0,
9401034,2011-04-13 11:06:00,1129.0,2677.0,$10.37,Swipe Transaction,48078.0,Oceanside,CA,92058.0,5921.0,
7648289,2010-02-14 04:24:00,1842.0,3743.0,$42.88,Swipe Transaction,48919.0,Albuquerque,NM,87122.0,5311.0,
7664959,2010-02-18 07:37:00,946.0,97.0,$12.83,Swipe Transaction,31682.0,Latrobe,PA,15650.0,5921.0,
7570331,2010-01-25 11:15:00,244.0,1082.0,$114.30,Swipe Transaction,14163.0,Quincy,FL,32353.0,5300.0,
8287849,2010-07-22 09:03:00,1100.0,5964.0,$3.22,Swipe Transaction,78454.0,Levittown,NY,11756.0,5812.0,
8086527,2010-06-03 07:29:00,156.0,4604.0,$25.19,Swipe Transaction,53835.0,Fontana,CA,92335.0,5912.0,
7558555,2010-01-22 10:44:00,823.0,2868.0,$-329.00,Swipe Transaction,78644.0,Las Vegas,NV,89148.0,3775.0,
8610355,2010-10-07 18:49:00,1861.0,2251.0,$6.31,Swipe Transaction,6165.0,Allen,TX,75002.0,5912.0,
8420155,2010-08-23 07:42:00,996.0,3208.0,$99.36,Swipe Transaction,70903.0,Hollywood,FL,33029.0,4111.0,
8033049,2010-05-20 21:09:00,1797.0,1127.0,$42.64,Swipe Transaction,19964.0,San Leandro,CA,94577.0,5311.0,
8760990,2010-11-13 08:13:00,395.0,5192.0,$9.51,Swipe Transaction,47650.0,Arlington,TX,76002.0,5912.0,
9016467,2011-01-12 17:25:00,53.0,3267.0,$22.91,Online Transaction,15143.0,ONLINE,,,4784.0,
8742779,2010-11-08 16:39:00,1241.0,3724.0,$57.25,Swipe Transaction,24823.0,Ottawa,OH,45875.0,7538.0,
8594693,2010-10-04 08:10:00,1079.0,3813.0,$24.49,Swipe Transaction,35451.0,Rockville Centre,NY,11570.0,5812.0,
8972403,2011-01-02 11:18:00,556.0,2.0,$15.72,Swipe Transaction,22938.0,Alamo,GA,30411.0,5812.0,
8023342,2010-05-18 14:26:00,1083.0,5173.0,$41.27,Online Transaction,39021.0,ONLINE,,,4784.0,
9772355,2011-07-08 19:15:00,1813.0,4638.0,$25.55,Swipe Transaction,75936.0,Thompsons Station,TN,37179.0,5814.0,
9436704,2011-04-21 15:21:00,979.0,5421.0,$269.91,Swipe Transaction,54850.0,San Gabriel,CA,91776.0,4814.0,
8154219,2010-06-19 17:19:00,1992.0,5476.0,$0.55,Swipe Transaction,14528.0,Poplar Bluff,MO,63901.0,5499.0,
9195082,2011-02-24 06:22:00,758.0,2662.0,$1.19,Swipe Transaction,93757.0,Alhambra,CA,91801.0,5912.0,
7499949,2010-01-07 08:57:00,1777.0,5014.0,$5.13,Swipe Transaction,83229.0,Burke,VA,22009.0,5411.0,
7791056,2010-03-21 20:40:00,764.0,3727.0,$-54.00,Swipe Transaction,59935.0,Warner Robins,GA,31088.0,5499.0,Insufficient Balance
8989875,2011-01-06 12:34:00,1173.0,1033.0,$8.99,Swipe Transaction,50783.0,Gillette,WY,82716.0,5411.0,
9649788,2011-06-10 12:59:00,1378.0,2921.0,$15.21,Swipe Transaction,78605.0,Kimberly,WI,54136.0,5814.0,
7522119,2010-01-12 22:07:00,984.0,4088.0,$1.96,Swipe Transaction,86438.0,Wildwood,FL,34785.0,5499.0,
8272466,2010-07-18 14:30:00,1151.0,2983.0,$5.28,Swipe Transaction,60569.0,Hampton,NJ,8827.0,5300.0,
7588630,2010-01-30 03:55:00,1019.0,2602.0,$50.22,Swipe Transaction,54850.0,Baldwin Park,CA,91706.0,4814.0,
8667417,2010-10-21 14:34:00,511.0,2212.0,$146.48,Online Transaction,98275.0,ONLINE,,,6300.0,
8259811,2010-07-15 12:04:00,502.0,2018.0,$16.92,Swipe Transaction,2703.0,Freeport,PA,16229.0,5814.0,
9694054,2011-06-20 17:22:00,1980.0,5829.0,$95.06,Swipe Transaction,16073.0,Rosharon,TX,77583.0,7995.0,
9857563,2011-07-28 14:03:00,1895.0,1090.0,$6.88,Online Transaction,16798.0,ONLINE,,,4121.0,
8982585,2011-01-04 17:11:00,1777.0,5014.0,$50.92,Swipe Transaction,35315.0,Annandale,VA,22003.0,4121.0,
9811451,2011-07-18 01:53:00,658.0,4343.0,$49.73,Swipe Transaction,11468.0,Deltona,FL,32725.0,5970.0,
8165420,2010-06-22 12:03:00,190.0,2496.0,$10.23,Swipe Transaction,23098.0,Skokie,IL,60077.0,5812.0,
9693133,2011-06-20 14:05:00,1591.0,2043.0,$48.45,Swipe Transaction,87823.0,Oak Harbor,WA,98278.0,5300.0,
9683184,2011-06-18 08:45:00,1507.0,4671.0,$84.82,Swipe Transaction,87723.0,South Beloit,IL,61080.0,8011.0,
8384585,2010-08-14 16:00:00,1451.0,3226.0,$150.31,Swipe Transaction,57133.0,Waianae,HI,96792.0,3730.0,
9217717,2011-03-01 11:40:00,1195.0,3309.0,$190.89,Swipe Transaction,18428.0,Rochester,MN,55903.0,8011.0,
8049240,2010-05-25 02:48:00,898.0,4660.0,$97.79,Online Transaction,73186.0,ONLINE,,,4814.0,
7701933,2010-02-27 13:21:00,1963.0,4565.0,$23.24,Online Transaction,18563.0,ONLINE,,,4121.0,
7764196,2010-03-15 07:52:00,141.0,5514.0,$52.99,Swipe Transaction,34490.0,Boerne,TX,78015.0,5719.0,
7671275,2010-02-19 16:55:00,5.0,3283.0,$7.00,Swipe Transaction,28395.0,Geneseo,NY,14454.0,5541.0,
9077194,2011-01-27 07:30:00,810.0,4262.0,$1.07,Swipe Transaction,86438.0,Hardinsburg,KY,40143.0,5499.0,
7485767,2010-01-03 15:24:00,1213.0,3270.0,$71.75,Swipe Transaction,75781.0,Concord,CA,94518.0,5411.0,
9800334,2011-07-15 10:03:00,1069.0,5167.0,$3.52,Swipe Transaction,63612.0,Mount Holly,NC,28120.0,5411.0,
7987744,2010-05-09 20:35:00,84.0,5750.0,$57.95,Swipe Transaction,22204.0,Lansing,NC,28643.0,5541.0,
7603896,2010-02-02 19:37:00,1210.0,3403.0,$95.69,Online Transaction,89949.0,ONLINE,,,7996.0,
8769721,2010-11-15 08:52:00,1783.0,10.0,$1.55,Swipe Transaction,50867.0,Oakland,CA,94606.0,5541.0,
8524123,2010-09-17 07:23:00,1466.0,5884.0,$47.41,Swipe Transaction,20561.0,Washington,DC,20002.0,5912.0,
7625287,2010-02-08 09:16:00,997.0,5046.0,$7.89,Swipe Transaction,7470.0,Chula Vista,CA,91913.0,5411.0,
9539433,2011-05-15 17:50:00,1575.0,224.0,$96.61,Swipe Transaction,81833.0,Sarasota,FL,34231.0,5912.0,
7727955,2010-03-05 22:41:00,1453.0,234.0,$44.42,Swipe Transaction,45926.0,Phil Campbell,AL,35581.0,5814.0,
7772281,2010-03-17 07:28:00,932.0,1121.0,$38.82,Swipe Transaction,11468.0,Bastrop,LA,71220.0,5970.0,
9027626,2011-01-15 11:49:00,303.0,4194.0,$54.21,Swipe Transaction,65881.0,Brighton,CO,80602.0,5311.0,
9203598,2011-02-25 23:02:00,1718.0,5144.0,$45.17,Swipe Transaction,7791.0,West Covina,CA,91792.0,5812.0,
9419534,2011-04-17 16:46:00,68.0,4648.0,$60.00,Swipe Transaction,27092.0,Cedarburg,WI,53012.0,4829.0,
8998107,2011-01-08 11:52:00,763.0,4993.0,$99.07,Swipe Transaction,51793.0,Wynnewood,PA,19096.0,5211.0,
9690648,2011-06-20 05:40:00,1513.0,3933.0,$0.98,Swipe Transaction,86438.0,Shelton,CT,6484.0,5499.0,
9245023,2011-03-07 19:26:00,1096.0,3012.0,$10.79,Swipe Transaction,46983.0,Syracuse,NY,13212.0,5912.0,
9213196,2011-02-28 11:30:00,1842.0,3743.0,$80.00,Swipe Transaction,27092.0,Rio Rancho,NM,87124.0,4829.0,
7601889,2010-02-02 11:05:00,826.0,69.0,$18.04,Swipe Transaction,83480.0,Dacula,GA,30019.0,9402.0,
9495169,2011-05-05 10:32:00,1196.0,4542.0,$76.44,Swipe Transaction,22204.0,Kingman,AZ,86401.0,5541.0,
8570095,2010-09-28 09:15:00,733.0,1048.0,$140.00,Swipe Transaction,27092.0,San Angelo,TX,76903.0,4829.0,
9650135,2011-06-10 14:14:00,373.0,261.0,$100.00,Swipe Transaction,22204.0,Huntington,IN,46750.0,5541.0,
9567294,2011-05-22 10:29:00,525.0,6004.0,$19.26,Swipe Transaction,3418.0,Mokelumne Hill,CA,95245.0,4121.0,
9554650,2011-05-19 09:28:00,719.0,6021.0,$29.71,Online Transaction,96246.0,ONLINE,,,4784.0,
9688343,2011-06-19 13:06:00,723.0,3368.0,$11.17,Swipe Transaction,26810.0,Houston,TX,77015.0,5541.0,
9695093,2011-06-21 05:46:00,1600.0,5608.0,$149.25,Swipe Transaction,28691.0,Kirkland,WA,98033.0,5411.0,
9736468,2011-06-30 14:21:00,1117.0,1162.0,$105.03,Swipe Transaction,18131.0,Garland,TX,75043.0,4111.0,
7931395,2010-04-25 20:37:00,1649.0,5973.0,$20.27,Swipe Transaction,81283.0,Katy,TX,77450.0,7230.0,
7561174,2010-01-23 05:54:00,503.0,1088.0,$11.29,Swipe Transaction,75123.0,Chicago,IL,60629.0,7538.0,
7855203,2010-04-06 19:46:00,1881.0,4653.0,$1.58,Swipe Transaction,86438.0,Dearborn,MI,48124.0,5499.0,
8742575,2010-11-08 15:50:00,170.0,3340.0,$15.43,Swipe Transaction,81833.0,Spencer,OK,73084.0,5912.0,
9183109,2011-02-21 10:20:00,646.0,2093.0,$22.28,Swipe Transaction,61195.0,Cleveland,OH,44120.0,5541.0,
7859904,2010-04-08 06:01:00,634.0,3375.0,$4.72,Swipe Transaction,26810.0,Port Charlotte,FL,33948.0,5541.0,
8925752,2010-12-22 10:26:00,1512.0,3689.0,$16.67,Swipe Transaction,44578.0,Indianapolis,IN,46236.0,5812.0,
9452341,2011-04-25 11:10:00,1334.0,1157.0,$1.27,Swipe Transaction,14528.0,Tonawanda,NY,14150.0,5499.0,
